event	role	p1	early_p1	eligible_p1	pool_p1	early_count	eligible_count	pool_count	remaining_min	remaining_max	truth
632380	1	25	25	13	13	0	1	1	36	36	0
632381	1	65523	65523	65529	65529	0	1	1	35	35	1
632382	1	13	13	7	7	0	1	1	34	34	0
632383	1	65525	65525	65530	65530	0	1	1	33	33	1
632384	1	11	11	6	6	0	1	1	32	32	0
632385	1	65471	65471	65503	65503	0	1	1	31	31	1
632386	1	65472	65472	65504	65504	0	1	1	30	30	1
632387	1	41	41	21	21	0	1	1	29	29	0
632388	1	141	141	71	71	0	1	1	28	28	0
632389	1	37	37	19	19	0	1	1	27	27	0
632390	1	65505	65505	65520	65520	0	1	1	26	26	1
632391	1	65519	65519	65527	65527	0	1	1	25	25	1
632392	1	27	27	14	14	0	1	1	24	24	0
632393	1	65509	65509	65522	65522	0	1	1	23	23	1
632394	1	65519	65519	65527	65527	0	1	1	22	22	1
632395	1	27	27	14	14	0	1	1	21	21	0
632396	1	65513	65513	65524	65524	0	1	1	20	20	1
632397	1	21	21	11	11	0	1	1	19	19	0
632398	1	23	23	12	12	0	1	1	18	18	0
632399	1	65513	65513	65524	65524	0	1	1	17	17	1
632400	1	19	19	10	10	0	1	1	16	16	0
632401	1	65482	65482	65509	65509	0	1	1	15	15	1
632402	1	65494	65494	65515	65515	0	1	1	14	14	1
632403	1	33	33	17	17	0	1	1	13	13	0
632404	1	23	23	12	12	0	1	1	12	12	0
632405	1	35	35	18	18	0	1	1	11	11	0
632406	1	25	25	13	13	0	1	1	10	10	0
632407	1	65535	65535	65535	65535	0	1	1	9	9	1
632408	1	11	11	6	6	0	1	1	8	8	0
632409	1	65517	65517	65526	65526	0	1	1	7	7	1
632410	1	65500	65500	65518	65518	0	1	1	6	6	1
632411	1	81	81	41	41	0	1	1	5	5	0
632412	1	65521	65521	65528	65528	0	1	1	4	4	1
632413	1	65527	65527	65531	65531	0	1	1	3	3	1
632414	1	21	21	11	11	0	1	1	2	2	0
632415	1	13	13	7	7	0	1	1	1	1	0
633352	1	9	9	9	5	0	0	1	48	48	0
633353	1	65527	65527	65527	65531	0	0	1	47	47	1
633354	1	65529	65529	65529	65532	0	0	1	46	46	1
633355	1	11	11	11	6	0	0	1	45	45	0
633356	1	11	11	11	6	0	0	1	44	44	0
633357	1	17	17	17	9	0	0	1	43	43	0
633358	1	17	17	17	9	0	0	1	42	42	0
633359	1	65535	65535	65535	65535	0	0	1	41	41	1
633360	1	7	7	7	4	0	0	1	40	40	0
633361	1	65529	65529	65529	65532	0	0	1	39	39	1
633362	1	65519	65519	65519	65527	0	0	1	38	38	1
633363	1	59	59	59	30	0	0	1	37	37	0
633364	1	65511	65511	65511	65523	0	0	1	36	36	1
633365	1	37	37	37	19	0	0	1	35	35	0
633366	1	17	17	17	9	0	0	1	34	34	0
633367	1	13	13	13	7	0	0	1	33	33	0
633368	1	9	9	9	5	0	0	1	32	32	0
633369	1	65453	65453	65453	65494	0	0	1	31	31	1
633370	1	65488	65488	65488	65512	0	0	1	30	30	1
633371	1	59182	59182	59182	29592	0	0	1	29	29	1
637400	1	87	87	87	44	0	0	1	64	64	0
637401	1	65471	65471	65471	65503	0	0	1	63	63	1
637402	1	65507	65507	65507	65521	0	0	1	62	62	1
637403	1	8005	8005	8005	4003	0	0	1	61	61	1
637936	1	17	17	17	9	0	0	2	24	32	0
637937	1	65463	65463	65463	65499	0	0	2	23	31	1
637938	1	65461	65461	65461	65498	0	0	2	22	30	1
637939	1	155	155	155	78	0	0	2	21	29	0
637940	1	285	285	285	143	0	0	2	20	28	0
637941	1	353	353	353	177	0	0	2	19	27	0
637942	1	25	25	25	13	0	0	2	18	26	0
637943	1	65535	65535	65535	65535	0	0	2	17	25	1
637944	1	9	9	9	5	0	0	2	16	24	0
637945	1	65527	65527	65527	65531	0	0	2	15	23	1
637946	1	65521	65521	65521	65528	0	0	2	14	22	1
637947	1	64560	64560	64560	48665	0	0	2	13	21	1
637948	1	64838	64838	64838	65187	0	0	1	20	20	1
637949	1	1	1	1	1	0	0	1	19	19	0
637950	1	19	19	19	10	0	0	1	18	18	0
637951	1	65523	65523	65523	65529	0	0	1	17	17	1
637952	1	13	13	13	7	0	0	1	16	16	0
637953	1	65502	65502	65502	65519	0	0	1	15	15	1
637954	1	65496	65496	65496	65516	0	0	1	14	14	1
637955	1	93	93	93	47	0	0	1	13	13	0
637956	1	81	81	81	41	0	0	1	12	12	0
637957	1	65354	65354	65354	65445	0	0	1	11	11	1
637958	1	53	53	53	27	0	0	1	10	10	0
637959	1	65509	65509	65509	65522	0	0	1	9	9	1
637960	1	13	13	13	7	0	0	1	8	8	0
637961	1	65459	65459	65459	65497	0	0	1	7	7	1
637962	1	65471	65471	65471	65503	0	0	1	6	6	1
637963	1	83	83	83	42	0	0	1	5	5	0
637964	1	53	53	53	27	0	0	1	4	4	0
637965	1	65498	65498	65498	65517	0	0	1	3	3	1
637966	1	25	25	25	13	0	0	1	2	2	0
637967	1	37	37	37	19	0	0	1	1	1	0
638088	1	13	13	13	7	0	0	1	48	48	0
638089	1	65527	65527	65527	65531	0	0	1	47	47	1
638090	1	65525	65525	65525	65530	0	0	1	46	46	1
638091	1	19	19	19	10	0	0	1	45	45	0
638092	1	17	17	17	9	0	0	1	44	44	0
638093	1	29	29	29	15	0	0	1	43	43	0
638094	1	23	23	23	12	0	0	1	42	42	0
638095	1	65535	65535	65535	65535	0	0	1	41	41	1
638096	1	9	9	9	5	0	0	1	40	40	0
638097	1	65525	65525	65525	65530	0	0	1	39	39	1
638098	1	65502	65502	65502	65519	0	0	1	38	38	1
638099	1	121	121	121	61	0	0	1	37	37	0
638100	1	65492	65492	65492	65514	0	0	1	36	36	1
638101	1	63	63	63	32	0	0	1	35	35	0
638102	1	29	29	29	15	0	0	1	34	34	0
638103	1	21	21	21	11	0	0	1	33	33	0
638104	1	15	15	15	8	0	0	1	32	32	0
638105	1	65488	65488	65488	65512	0	0	1	31	31	1
638106	1	65509	65509	65509	65522	0	0	1	30	30	1
638107	1	2309	2309	2309	1155	0	0	1	29	29	0
638108	1	71	71	71	36	0	0	1	28	28	0
638109	1	81	81	81	41	0	0	1	27	27	0
638110	1	39	39	39	20	0	0	1	26	26	0
638111	1	65535	65535	65535	65535	0	0	1	25	25	1
638112	1	13	13	13	7	0	0	1	24	24	0
638113	1	65523	65523	65523	65529	0	0	1	23	23	1
638114	1	65498	65498	65498	65517	0	0	1	22	22	1
638115	1	65463	65463	65463	65499	0	0	1	21	21	1
638116	1	65486	65486	65486	65511	0	0	1	20	20	1
638117	1	1	1	1	1	0	0	1	19	19	0
638118	1	27	27	27	14	0	0	1	18	18	0
638119	1	65517	65517	65517	65526	0	0	1	17	17	1
638120	1	13	13	13	7	0	0	1	16	16	0
638121	1	65523	65523	65523	65529	0	0	1	15	15	1
638122	1	65507	65507	65507	65521	0	0	1	14	14	1
638123	1	51	51	51	26	0	0	1	13	13	0
638124	1	35	35	35	18	0	0	1	12	12	0
638125	1	121	121	121	61	0	0	1	11	11	0
638126	1	33	33	33	17	0	0	1	10	10	0
638127	1	65535	65535	65535	65535	0	0	1	9	9	1
638128	1	11	11	11	6	0	0	1	8	8	0
638129	1	65515	65515	65515	65525	0	0	1	7	7	1
638130	1	65436	65436	65436	65486	0	0	1	6	6	1
638131	1	37	37	37	19	0	0	1	5	5	0
638132	1	65521	65521	65521	65528	0	0	1	4	4	1
638133	1	65521	65521	65521	65528	0	0	1	3	3	1
638134	1	65517	65517	65517	65526	0	0	1	2	2	1
638135	1	19	19	19	10	0	0	1	1	1	0
638376	1	47	47	24	24	0	1	1	16	16	0
638377	1	65509	65509	65522	65522	0	1	1	15	15	1
638378	1	65519	65519	65527	65527	0	1	1	14	14	1
638379	1	2027	2027	1014	1014	0	1	1	13	13	0
638380	1	22841	22841	11421	11421	0	1	1	12	12	0
638381	1	3777	3777	1889	1889	0	1	1	11	11	0
638382	1	2633	2633	1317	1317	0	1	1	10	10	0
638383	1	65535	65535	65535	65535	0	1	1	9	9	1
638384	1	15	15	8	8	0	1	1	8	8	0
638385	1	65416	65416	65476	65476	0	1	1	7	7	1
638386	1	65436	65436	65486	65486	0	1	1	6	6	1
638387	1	337	337	169	169	0	1	1	5	5	0
638388	1	531	531	266	266	0	1	1	4	4	0
638389	1	65146	65146	65341	65341	0	1	1	3	3	1
638390	1	153	153	77	77	0	1	1	2	2	0
638391	1	65424	65424	65480	65480	0	1	1	1	1	1
642664	1	61	61	61	31	0	0	1	48	48	0
642665	1	62744	62744	62744	64140	0	0	1	47	47	1
642666	1	65461	65461	65461	65498	0	0	1	46	46	1
642667	1	4423	4423	4423	2212	0	0	1	45	45	0
642668	1	15357	15357	15357	7679	0	0	1	44	44	0
642669	1	25671	25671	25671	12836	0	0	1	43	43	1
644560	1	37	37	37	19	0	0	2	24	32	0
644561	1	62602	62602	62602	64069	0	0	2	23	31	1
644562	1	64996	64996	64996	65266	0	0	2	22	30	1
644563	1	3501	3501	3501	1751	0	0	2	21	29	0
644564	1	16645	16645	16645	8323	0	0	2	20	28	0
644565	1	9871	9871	9871	4936	0	0	2	19	27	0
644566	1	111	111	111	56	0	0	2	18	26	0
644567	1	65535	65535	65535	65535	0	0	2	17	25	1
644568	1	45	45	45	23	0	0	2	16	24	0
644569	1	64240	64240	64240	64888	0	0	2	15	23	1
644570	1	64634	64634	64634	65085	0	0	2	14	22	1
644571	1	38212	38212	38212	35491	0	0	2	13	21	1
644572	1	52094	52094	52094	58815	0	0	1	20	20	1
644573	1	1	1	1	1	0	0	1	19	19	0
644574	1	611	611	611	306	0	0	1	18	18	0
644575	1	65396	65396	65396	65466	0	0	1	17	17	1
644576	1	27	27	27	14	0	0	1	16	16	0
644577	1	65160	65160	65160	65348	0	0	1	15	15	1
644578	1	65262	65262	65262	65399	0	0	1	14	14	1
644579	1	283	283	283	142	0	0	1	13	13	0
644580	1	353	353	353	177	0	0	1	12	12	1
651208	0	63	32	32	32	1	1	6	24	88	0
651209	0	65498	65517	65517	65517	1	1	6	23	87	1
651210	0	65490	65513	65513	65513	1	1	6	22	86	1
651211	0	2479	1240	1240	6701	1	1	6	21	85	0
651212	0	63548	64542	64542	51435	1	1	5	20	60	1
651213	0	64928	65232	65232	65232	1	1	3	51	59	1
651214	0	58716	29359	29359	29359	1	1	3	50	58	1
655400	1	17	9	9	9	2	2	3	16	16	0
655401	1	64026	64781	64781	64781	2	2	3	15	15	1
655402	1	65517	65526	65526	65526	2	2	3	14	14	1
655403	1	155	78	78	78	2	2	3	13	13	0
655404	1	237	119	119	119	2	2	3	12	12	0
655405	1	613	307	307	307	2	2	3	11	11	0
655406	1	19	10	10	10	2	2	3	10	10	0
655407	1	65535	65535	65535	65535	2	2	3	9	9	1
655408	1	15	8	8	8	2	2	3	8	8	0
655409	1	65490	65513	65513	65513	2	2	3	7	7	1
655410	1	65496	65516	65516	65516	2	2	3	6	6	1
655411	1	1113	557	557	557	2	2	3	5	5	0
655412	1	255	128	128	128	2	2	3	4	4	0
655413	1	75	38	38	38	2	2	3	3	3	0
655414	1	65498	65517	65517	65517	2	2	3	2	2	1
655415	1	39	20	20	20	2	2	3	1	1	0
656832	1	19	19	19	10	0	0	1	32	32	0
656833	1	65513	65513	65513	65524	0	0	1	31	31	1
656834	1	65507	65507	65507	65521	0	0	1	30	30	1
656835	1	8185	8185	8185	4093	0	0	1	29	29	0
656836	1	8341	8341	8341	36938	0	0	1	28	28	0
657312	1	25	25	25	13	0	0	1	16	16	0
657313	1	65521	65521	65521	65528	0	0	1	15	15	1
657314	1	65507	65507	65507	65521	0	0	1	14	14	1
657315	1	2773	2773	2773	1387	0	0	1	13	13	0
657316	1	64790	64790	64790	32396	0	0	1	12	12	1
666328	1	7	7	7	4	0	0	1	32	32	0
666329	1	65535	65535	65535	65535	0	0	1	31	31	1
666330	1	65521	65521	65521	65528	0	0	1	30	30	1
666331	1	19	19	19	10	0	0	1	29	29	0
666332	1	21	21	21	32778	0	0	1	28	28	0
706592	1	11	11	6	6	0	1	2	32	48	0
706593	1	65535	65535	65535	65535	0	1	2	31	47	1
706594	1	65531	65531	65533	65533	0	1	2	30	46	1
706595	1	169	169	85	85	0	1	2	29	45	0
706596	1	407	407	204	16588	0	1	2	28	44	0
706597	1	141	141	71	71	0	1	1	43	43	0
706598	1	65505	65505	65520	65520	0	1	1	42	42	1
706599	1	45	45	23	23	0	1	1	41	41	0
706600	1	27	27	14	14	0	1	1	40	40	0
706601	1	65368	65368	65452	65452	0	1	1	39	39	1
706602	1	65471	65471	65503	65503	0	1	1	38	38	1
706603	1	127	127	64	64	0	1	1	37	37	0
706604	1	311	311	156	156	0	1	1	36	36	0
706605	1	42882	42882	21442	21442	0	1	1	35	35	1
721856	1	19	19	10	10	0	1	2	48	80	0
721857	1	65531	65531	65533	65533	0	1	2	47	79	1
721858	1	65513	65513	65524	65524	0	1	2	46	78	1
721859	1	60338	60338	30170	30170	0	1	2	45	77	1
778048	0	121	121	121	61	0	0	1	192	192	0
778049	0	65396	65396	65396	65466	0	0	1	191	191	1
778050	0	65436	65436	65436	65486	0	0	1	190	190	1
778051	0	22493	22493	22493	44014	0	0	1	189	189	1
778052	0	5399	5399	5399	2700	0	0	1	188	188	1
803160	0	19	19	19	10	0	0	1	64	64	0
803161	0	253	253	253	32894	0	0	1	63	63	0
803440	0	21	21	21	11	0	0	1	24	24	0
803441	0	39338	39338	39338	52437	0	0	1	23	23	1
803442	0	63	63	63	32	0	0	1	22	22	0
803443	0	65451	65451	65451	32726	0	0	1	21	21	1
805120	0	101	101	101	51	0	0	1	192	192	0
805121	0	65455	65455	65455	65495	0	0	1	191	191	1
805122	0	65474	65474	65474	65505	0	0	1	190	190	1
805123	0	18837	18837	18837	42186	0	0	1	189	189	0
820584	0	31	31	31	16	0	0	1	192	192	0
820585	0	65523	65523	65523	65529	0	0	1	191	191	1
820586	0	65523	65523	65523	65529	0	0	1	190	190	1
820587	0	4659	4659	4659	35097	0	0	1	189	189	0
828928	0	15	15	15	8	0	0	1	64	64	0
828929	0	27	27	27	32781	0	0	1	63	63	0
831616	0	21	21	21	11	0	0	1	64	64	0
831617	0	37	37	37	32786	0	0	1	63	63	0
833640	0	27	27	14	14	0	6	16	32	96	0
833641	0	64686	64686	65111	65111	0	6	16	31	95	1
833642	0	65490	65490	65513	65513	0	6	16	30	94	1
833643	0	24481	24481	17702	16337	0	6	16	29	93	0
833644	0	21953	21953	17530	20339	0	5	14	28	92	0
833645	0	18421	18421	9211	9211	0	4	10	27	91	1
833776	0	19	19	10	10	0	6	16	32	96	0
833777	0	65488	65488	65512	65512	0	6	16	31	95	1
833778	0	65519	65519	65527	65527	0	6	16	30	94	1
833779	0	3997	3997	7460	6095	0	6	16	29	93	0
833780	0	6935	6935	10021	12830	0	5	14	28	92	0
833781	0	62428	62428	31215	31215	0	4	10	27	91	0
833782	0	39318	39318	36044	45874	0	4	10	26	90	0
833783	0	65535	65535	65535	65535	0	2	2	57	57	1
833784	0	13	13	7	7	0	2	2	56	56	0
833785	0	3063	3063	34299	34299	0	2	2	55	55	0
834688	0	149	149	149	75	0	0	1	192	192	0
834689	0	65414	65414	65414	65475	0	0	1	191	191	1
834690	0	65420	65420	65420	65478	0	0	1	190	190	1
834691	0	39388	39388	39388	52462	0	0	1	189	189	1
834692	0	26457	26457	26457	13229	0	0	1	188	188	1
837088	1	15	15	15	8	0	0	1	72	72	0
837089	1	65521	65521	65521	65528	0	0	1	71	71	1
837090	1	65525	65525	65525	65530	0	0	1	70	70	1
837091	1	1611	1611	1611	33573	0	0	1	69	69	0
837168	1	21	21	21	11	0	0	1	72	72	0
837169	1	65521	65521	65521	65528	0	0	1	71	71	1
837170	1	65521	65521	65521	65528	0	0	1	70	70	1
837171	1	64800	64800	64800	65168	0	0	1	69	69	1
837172	1	17	17	17	9	0	0	1	68	68	0
837173	1	65482	65482	65482	32742	0	0	1	67	67	1
861624	0	23	23	23	12	0	0	1	192	192	0
861625	0	65505	65505	65505	65520	0	0	1	191	191	1
861626	0	65521	65521	65521	65528	0	0	1	190	190	1
861627	0	15083	15083	15083	40309	0	0	1	189	189	0
868528	0	25	25	25	13	0	0	1	192	192	0
868529	0	65507	65507	65507	65521	0	0	1	191	191	1
868530	0	65496	65496	65496	65516	0	0	1	190	190	1
868531	0	21915	21915	21915	43725	0	0	1	189	189	0
873752	1	71	71	71	36	0	0	1	32	32	0
873753	1	65278	65278	65278	65407	0	0	1	31	31	1
873754	1	65418	65418	65418	65477	0	0	1	30	30	1
873755	1	14343	14343	14343	39939	0	0	1	29	29	0
875096	0	11	11	6	6	0	1	1	24	24	0
875097	0	56000	56000	60768	60768	0	1	1	23	23	1
875098	0	151	151	76	76	0	1	1	22	22	0
875099	0	65515	65515	32758	32758	0	1	1	21	21	1
875352	0	15	15	8	8	0	1	1	24	24	0
875353	0	455	455	32995	32995	0	1	1	23	23	0
875680	0	13	7	7	7	1	7	16	32	96	0
875681	0	65482	65509	65509	65509	1	7	16	31	95	1
875682	0	65519	65527	65527	65527	1	7	16	30	94	1
875683	0	11341	5671	5671	9767	1	7	16	29	93	0
875684	0	49960	57748	34343	34343	1	7	14	28	92	1
875685	0	61534	63535	63535	63535	1	2	4	51	51	1
875686	0	4883	35209	35209	27017	1	2	4	50	50	0
875687	0	1819	1819	1819	33677	0	0	1	49	49	0
877272	0	27	27	14	14	0	1	1	24	24	0
877273	0	427	427	32981	32981	0	1	1	23	23	0
879760	0	15	15	8	8	0	1	1	24	24	0
879761	0	35	35	32785	32785	0	1	1	23	23	0
933960	0	33	33	33	17	0	0	1	24	24	0
933961	0	2975	2975	2975	34255	0	0	1	23	23	0
934936	0	69	69	69	35	0	0	1	24	24	0
934937	0	1167	1167	1167	33351	0	0	1	23	23	0
935096	0	21	21	21	11	0	0	1	24	24	0
935097	0	4555	4555	4555	35045	0	0	1	23	23	0
941528	1	135	135	135	68	0	0	1	56	56	0
941529	1	64718	64718	64718	65127	0	0	1	55	55	1
941530	1	65511	65511	65511	65523	0	0	1	54	54	1
941531	1	12255	12255	12255	6128	0	0	1	53	53	0
941532	1	30685	30685	30685	15343	0	0	1	52	52	0
941533	1	48762	48762	48762	57149	0	0	1	51	51	1
941534	1	55	55	55	28	0	0	1	50	50	0
941535	1	65486	65486	65486	65511	0	0	1	49	49	1
941536	1	537	537	537	269	0	0	1	48	48	0
941537	1	65328	65328	65328	65432	0	0	1	47	47	1
941538	1	65443	65443	65443	65489	0	0	1	46	46	1
941539	1	16803	16803	16803	8402	0	0	1	45	45	0
941540	1	12319	12319	12319	6160	0	0	1	44	44	0
941541	1	56864	56864	56864	61200	0	0	1	43	43	1
941542	1	4305	4305	4305	2153	0	0	1	42	42	0
941543	1	7649	7649	7649	3825	0	0	1	41	41	0
941544	1	299	299	299	150	0	0	1	40	40	0
941545	1	64556	64556	64556	65046	0	0	1	39	39	1
941546	1	65184	65184	65184	65360	0	0	1	38	38	1
941547	1	32085	32085	32085	48810	0	0	1	37	37	1
941548	1	705	705	705	353	0	0	1	36	36	0
941549	1	10193	10193	10193	5097	0	0	1	35	35	0
941550	1	65364	65364	65364	65450	0	0	1	34	34	1
941551	1	64008	64008	64008	64772	0	0	1	33	33	1
941552	1	159	159	159	80	0	0	1	32	32	0
941553	1	64226	64226	64226	64881	0	0	1	31	31	1
941554	1	65390	65390	65390	65463	0	0	1	30	30	1
941555	1	59358	59358	59358	62447	0	0	1	29	29	1
941556	1	119	119	119	60	0	0	1	28	28	0
941557	1	64262	64262	64262	64899	0	0	1	27	27	1
941558	1	927	927	927	464	0	0	1	26	26	0
941559	1	99	99	99	50	0	0	1	25	25	0
941560	1	205	205	205	103	0	0	1	24	24	0
941561	1	65480	65480	65480	65508	0	0	1	23	23	1
941562	1	65482	65482	65482	65509	0	0	1	22	22	1
941563	1	905	905	905	453	0	0	1	21	21	0
941564	1	64634	64634	64634	65085	0	0	1	20	20	1
941565	1	64990	64990	64990	65263	0	0	1	19	19	1
941566	1	65410	65410	65410	65473	0	0	1	18	18	1
941567	1	65469	65469	65469	65502	0	0	1	17	17	1
941568	1	117	117	117	59	0	0	1	16	16	0
941569	1	65461	65461	65461	65498	0	0	1	15	15	1
941570	1	65416	65416	65416	65476	0	0	1	14	14	1
941571	1	425	425	425	213	0	0	1	13	13	0
941572	1	65404	65404	65404	65470	0	0	1	12	12	1
941573	1	65507	65507	65507	65521	0	0	1	11	11	1
941574	1	65459	65459	65459	65497	0	0	1	10	10	1
941575	1	169	169	169	85	0	0	1	9	9	0
941576	1	157	157	157	79	0	0	1	8	8	0
941577	1	64544	64544	64544	65040	0	0	1	7	7	1
941578	1	65284	65284	65284	65410	0	0	1	6	6	1
941579	1	345	345	345	173	0	0	1	5	5	0
941580	1	177	177	177	89	0	0	1	4	4	0
941581	1	65471	65471	65471	65503	0	0	1	3	3	1
941582	1	201	201	201	101	0	0	1	2	2	0
941583	1	65505	65505	65505	65520	0	0	1	1	1	1
949760	1	145	145	145	73	0	0	1	56	56	0
949761	1	61328	61328	61328	63432	0	0	1	55	55	1
949762	1	65515	65515	65515	65525	0	0	1	54	54	1
949763	1	4293	4293	4293	2147	0	0	1	53	53	0
949764	1	15649	15649	15649	7825	0	0	1	52	52	1
950736	1	47	47	24	24	0	1	1	72	72	0
950737	1	60542	60542	63039	63039	0	1	1	71	71	1
950738	1	64894	64894	65215	65215	0	1	1	70	70	1
950739	1	10989	10989	5495	5495	0	1	1	69	69	0
950740	1	27607	27607	46571	46571	0	1	1	68	68	0
963984	1	19	19	19	10	0	0	1	72	72	0
963985	1	65505	65505	65505	65520	0	0	1	71	71	1
963986	1	65447	65447	65447	65491	0	0	1	70	70	1
963987	1	3255	3255	3255	1628	0	0	1	69	69	0
963988	1	64430	64430	64430	64983	0	0	1	68	68	1
963989	1	65220	65220	65220	65378	0	0	1	67	67	1
963990	1	5305	5305	5305	2653	0	0	1	66	66	0
963991	1	273	273	273	137	0	0	1	65	65	0
963992	1	25	25	25	13	0	0	1	64	64	0
963993	1	60326	60326	60326	62931	0	0	1	63	63	1
963994	1	65398	65398	65398	65467	0	0	1	62	62	1
963995	1	4835	4835	4835	2418	0	0	1	61	61	0
963996	1	9457	9457	9457	4729	0	0	1	60	60	0
963997	1	7509	7509	7509	3755	0	0	1	59	59	0
963998	1	9447	9447	9447	4724	0	0	1	58	58	0
963999	1	65535	65535	65535	65535	0	0	1	57	57	1
964000	1	31	31	31	16	0	0	1	56	56	0
964001	1	65252	65252	65252	65394	0	0	1	55	55	1
964002	1	64504	64504	64504	65020	0	0	1	54	54	1
964003	1	12293	12293	12293	6147	0	0	1	53	53	0
964004	1	4573	4573	4573	2287	0	0	1	52	52	0
964005	1	3889	3889	3889	1945	0	0	1	51	51	0
964006	1	65445	65445	65445	65490	0	0	1	50	50	1
964007	1	733	733	733	367	0	0	1	49	49	0
964008	1	31	31	31	16	0	0	1	48	48	0
964009	1	64998	64998	64998	65267	0	0	1	47	47	1
964010	1	65527	65527	65527	65531	0	0	1	46	46	1
964011	1	787	787	787	394	0	0	1	45	45	0
964012	1	2343	2343	2343	1172	0	0	1	44	44	0
964013	1	1057	1057	1057	529	0	0	1	43	43	0
964014	1	51	51	51	26	0	0	1	42	42	0
964015	1	65535	65535	65535	65535	0	0	1	41	41	1
964016	1	45	45	45	23	0	0	1	40	40	0
964017	1	65028	65028	65028	65282	0	0	1	39	39	1
964018	1	65234	65234	65234	65385	0	0	1	38	38	1
964019	1	3283	3283	3283	1642	0	0	1	37	37	0
964020	1	65040	65040	65040	65288	0	0	1	36	36	1
964021	1	64266	64266	64266	64901	0	0	1	35	35	1
964022	1	427	427	427	214	0	0	1	34	34	0
964023	1	64926	64926	64926	65231	0	0	1	33	33	1
964024	1	13	13	13	7	0	0	1	32	32	0
964025	1	65364	65364	65364	65450	0	0	1	31	31	1
964026	1	65445	65445	65445	65490	0	0	1	30	30	1
964027	1	719	719	719	360	0	0	1	29	29	0
964028	1	56066	56066	56066	60801	0	0	1	28	28	1
964029	1	22343	22343	22343	11172	0	0	1	27	27	1
977248	0	509	509	255	255	0	5	15	32	96	0
977249	0	65032	65032	65284	65284	0	5	15	31	95	1
977250	0	65432	65432	65484	65484	0	5	15	30	94	1
977251	0	24113	24113	12057	14241	0	5	15	29	93	0
977252	0	40476	40476	33346	29601	0	5	14	28	92	1
977253	0	52236	52236	58886	58886	0	2	4	51	67	0
977904	0	213	213	107	107	0	5	15	32	96	0
977905	0	65451	65451	65493	65493	0	5	15	31	95	1
977906	0	65482	65482	65509	65509	0	5	15	30	94	1
977907	0	9441	9441	4721	6905	0	5	15	29	93	0
977908	0	51936	51936	39076	35331	0	5	14	28	92	0
977909	0	33480	33480	16741	16741	0	3	10	27	91	0
977910	0	58416	58416	61976	55423	0	3	10	26	90	1
977911	0	58800	58800	29401	29401	0	3	8	25	89	1
981936	0	139	139	70	70	0	5	15	32	96	0
981937	0	65236	65236	65386	65386	0	5	15	31	95	1
981938	0	65463	65463	65499	65499	0	5	15	30	94	1
981939	0	14509	14509	7255	9439	0	5	15	29	93	0
981940	0	22259	22259	24237	20492	0	5	14	28	92	1
981941	0	27009	27009	46272	46272	0	2	4	51	67	0
982256	0	139	139	70	70	0	5	15	32	96	0
982257	0	65050	65050	65293	65293	0	5	15	31	95	1
982258	0	65426	65426	65481	65481	0	5	15	30	94	1
982259	0	12073	12073	6037	8221	0	5	15	29	93	0
982260	0	43088	43088	34652	30907	0	5	14	28	92	1
982261	0	8143	8143	36839	36839	0	2	4	51	67	0
983648	0	79	40	40	40	1	5	16	32	96	0
983649	0	65471	65503	65503	65503	1	5	16	31	95	1
983650	0	65490	65513	65513	65513	1	5	16	30	94	1
983651	0	3313	1657	1657	3705	1	5	16	29	93	0
983652	0	43078	21540	34647	30278	1	5	15	28	92	1
983653	0	3237	3237	34386	34386	0	2	4	51	67	0
997448	1	123	123	123	62	0	0	4	32	64	0
997449	1	65519	65519	65519	65527	0	0	4	31	63	1
997450	1	65498	65498	65498	65517	0	0	4	30	62	1
997451	1	27051	27051	27051	13526	0	0	4	29	61	1
1002152	1	39	39	39	20	0	0	4	32	64	0
1002153	1	65529	65529	65529	65532	0	0	4	31	63	1
1002154	1	65519	65519	65519	65527	0	0	4	30	62	1
1002155	1	32585	32585	32585	16293	0	0	4	29	61	1
1013648	1	47	47	47	24	0	0	4	32	64	0
1013649	1	65519	65519	65519	65527	0	0	4	31	63	1
1013650	1	65498	65498	65498	65517	0	0	4	30	62	1
1013651	1	27353	27353	27353	13677	0	0	4	29	61	0
1013652	1	41122	41122	41122	45137	0	0	4	28	60	1
1013653	1	56000	56000	56000	28001	0	0	3	27	59	0
1013654	1	40780	40780	40780	53158	0	0	3	26	58	0
1036064	1	19	19	19	10	0	0	1	24	24	0
1036065	1	65521	65521	65521	65528	0	0	1	23	23	1
1036066	1	65494	65494	65494	65515	0	0	1	22	22	1
1036067	1	4299	4299	4299	2150	0	0	1	21	21	0
1036068	1	63352	63352	63352	64444	0	0	1	20	20	1
1036069	1	8799	8799	8799	4400	0	0	1	19	19	0
1036070	1	839	839	839	420	0	0	1	18	18	0
1036071	1	65461	65461	65461	65498	0	0	1	17	17	1
1036072	1	17	17	17	9	0	0	1	16	16	0
1036073	1	65513	65513	65513	65524	0	0	1	15	15	1
1036074	1	65467	65467	65467	65501	0	0	1	14	14	1
1036075	1	273	273	273	137	0	0	1	13	13	0
1036076	1	1233	1233	1233	617	0	0	1	12	12	0
1036077	1	169	169	169	85	0	0	1	11	11	0
1036078	1	93	93	93	47	0	0	1	10	10	0
1036079	1	65535	65535	65535	65535	0	0	1	9	9	1
1036080	1	17	17	17	9	0	0	1	8	8	0
1036081	1	65513	65513	65513	65524	0	0	1	7	7	1
